t T p yO2 yO rho
2.879994726129838419e-03 5.042319577253711032e+03 9.217402478199139296e+03 5.275805504595637574e-01 4.724194495404352989e-01 4.777880545520456906e-03
2.925783368602093669e-03 5.031253708997394824e+03 9.201709698326387297e+03 5.268544053930790394e-01 4.731455946069199614e-01 4.777880545520456906e-03
2.971572011074348919e-03 5.020423463695582541e+03 9.186328508292281185e+03 5.261442407690675171e-01 4.738557592309314836e-01 4.777880545520456906e-03
3.017360653546604168e-03 5.009820117464147188e+03 9.171247966616769190e+03 5.254494518795280733e-01 4.745505481204709275e-01 4.777880545520456906e-03
3.063149296018859852e-03 4.999435398610894481e+03 9.156457673523058475e+03 5.247694658959022318e-01 4.752305341040968245e-01 4.777880545520456906e-03
3.108937938491115101e-03 4.989261457826945843e+03 9.141947736707255899e+03 5.241037397375307716e-01 4.758962602624683402e-01 4.777880545520456906e-03
3.154726580963370351e-03 4.979290840724441296e+03 9.127708739689060167e+03 5.234517581101388872e-01 4.765482418898601691e-01 4.777880545520456906e-03
3.200515223435625601e-03 4.969516462522691654e+03 9.113731712541082743e+03 5.228130316996949523e-01 4.771869683003041596e-01 4.777880545520456906e-03
3.269386888610455177e-03 4.955169449769240600e+03 9.093183228805766703e+03 5.218762562790256743e-01 4.781237437209733820e-01 4.777880545520456906e-03
3.338258553785284754e-03 4.941229670318222816e+03 9.073180732773907948e+03 5.209669359845403580e-01 4.790330640154586983e-01 4.777880545520456906e-03
3.407130218960114330e-03 4.927677066606363951e+03 9.053698625172846732e+03 5.200836898856631141e-01 4.799163101143359422e-01 4.777880545520456906e-03
3.476001884134943907e-03 4.914492958966438891e+03 9.034712992740229311e+03 5.192252334695554028e-01 4.807747665304436535e-01 4.777880545520456906e-03
3.544873549309773917e-03 4.901659928245142510e+03 9.016201470677337056e+03 5.183903703004114627e-01 4.816096296995876491e-01 4.777880545520456906e-03
3.613745214484603493e-03 4.889161707368962198e+03 8.998143114190717824e+03 5.175779843444268113e-01 4.824220156555722450e-01 4.777880545520456906e-03
3.682616879659433070e-03 4.876983082801653836e+03 8.980518280961017808e+03 5.167870330115571509e-01 4.832129669884417944e-01 4.777880545520456906e-03
3.751488544834262646e-03 4.865109807397435361e+03 8.963308527160130325e+03 5.160165410021428922e-01 4.839834589978559976e-01 4.777880545520456906e-03
3.820360210009092223e-03 4.853528523151905574e+03 8.946496515258977524e+03 5.152655948521398521e-01 4.847344051478590377e-01 4.777880545520456906e-03
3.889231875183921799e-03 4.842226691198215121e+03 8.930065930122356804e+03 5.145333379973892063e-01 4.854666620026096835e-01 4.777880545520456906e-03
3.958103540358751810e-03 4.831192527721766965e+03 8.914001401740864821e+03 5.138189662648835476e-01 4.861810337351152866e-01 4.777880545520456906e-03
4.026975205533580952e-03 4.820414945733639797e+03 8.898288434750313172e+03 5.131217237819747368e-01 4.868782762180242085e-01 4.777880545520456906e-03
4.095846870708410963e-03 4.809883502559871886e+03 8.882913344744856659e+03 5.124408992895735926e-01 4.875591007104252972e-01 4.777880545520456906e-03
4.164718535883240105e-03 4.799588352310927803e+03 8.867863200501305982e+03 5.117758228075631743e-01 4.882241771924357709e-01 4.777880545520456906e-03
4.233590201058070115e-03 4.789520202498546496e+03 8.853125771061248088e+03 5.111258625950124701e-01 4.888741374049864197e-01 4.777880545520456906e-03
4.302461866232899258e-03 4.779670274316464202e+03 8.838689477103393074e+03 5.104904223708786049e-01 4.895095776291202849e-01 4.777880545520456906e-03
4.371333531407729268e-03 4.770030266350891907e+03 8.824543346385313271e+03 5.098689387773985837e-01 4.901310612226001950e-01 4.777880545520456906e-03
4.440205196582558411e-03 4.760592321456437276e+03 8.810676972975814351e+03 5.092608790667089158e-01 4.907391209332898629e-01 4.777880545520456906e-03
4.509076861757388421e-03 4.751348996440118754e+03 8.797080479849500989e+03 5.086657389855238076e-01 4.913342610144749711e-01 4.777880545520456906e-03
4.577948526932218432e-03 4.742293234220013801e+03 8.783744484437343999e+03 5.080830408345312632e-01 4.919169591654676266e-01 4.777880545520456906e-03
4.646820192107047574e-03 4.733418338220874830e+03 8.770660066857240963e+03 5.075123316855623123e-01 4.924876683144365219e-01 4.777880545520456906e-03
4.750197194566733658e-03 4.720422684767519968e+03 8.751473976720873907e+03 5.066772601855669134e-01 4.933227398144318654e-01 4.777880545520456906e-03
4.853574197026418874e-03 4.707800081563102140e+03 8.732808670161040936e+03 5.058668736634223118e-01 4.941331263365764115e-01 4.777880545520456906e-03
4.956951199486104090e-03 4.695531784205053555e+03 8.714639014328386111e+03 5.050799080008931963e-01 4.949200919991054715e-01 4.777880545520456906e-03
5.060328201945790173e-03 4.683600367902294238e+03 8.696941587351633643e+03 5.043151893777180206e-01 4.956848106222805361e-01 4.777880545520456906e-03
5.163705204405475389e-03 4.671989612276564912e+03 8.679694533999667328e+03 5.035716262786213981e-01 4.964283737213772141e-01 4.777880545520456906e-03
5.267082206865161473e-03 4.660684394524260824e+03 8.662877430473179629e+03 5.028482021105900035e-01 4.971517978894085532e-01 4.777880545520456906e-03
5.370459209324846689e-03 4.649670592695848427e+03 8.646471161350904367e+03 5.021439685336362979e-01 4.978560314663623143e-01 4.777880545520456906e-03
5.473836211784531905e-03 4.638935001030828062e+03 8.630457811971669798e+03 5.014580396200584156e-01 4.985419603799400856e-01 4.777880545520456906e-03
5.577213214244217988e-03 4.628465255307643929e+03 8.614820573578213953e+03 5.007895867033910209e-01 4.992104132966074803e-01 4.777880545520456906e-03
5.680590216703903204e-03 4.618249765026142995e+03 8.599543656772062604e+03 5.001378337069918301e-01 4.998621662930066156e-01 4.777880545520456906e-03
5.783967219163589288e-03 4.608277651244514345e+03 8.584612211755074895e+03 4.995020528717102892e-01 5.004979471282881009e-01 4.777880545520456906e-03
5.887344221623274504e-03 4.598538690387787028e+03 8.570012256036152394e+03 4.988815608982349881e-01 5.011184391017634576e-01 4.777880545520456906e-03
5.990721224082959720e-03 4.589023263907118235e+03 8.555730609609699968e+03 4.982757154921369502e-01 5.017242845078615510e-01 4.777880545520456906e-03
6.094098226542645803e-03 4.579722312809340110e+03 8.541754836300877287e+03 4.976839122453616815e-01 5.023160877546368752e-01 4.777880545520456906e-03
6.197475229002331019e-03 4.570627296112413205e+03 8.528073189998833186e+03 4.971055817908761609e-01 5.028944182091223958e-01 4.777880545520456906e-03
6.300852231462017103e-03 4.561730152849387196e+03 8.514674565328443350e+03 4.965401872037614184e-01 5.034598127962370828e-01 4.777880545520456906e-03
6.404229233921702319e-03 4.553023267492354535e+03 8.501548452671364430e+03 4.959872216381936982e-01 5.040127783618048030e-01 4.777880545520456906e-03
6.507606236381387535e-03 4.544499438505325998e+03 8.488684897191214986e+03 4.954462061796734984e-01 5.045537938203250583e-01 4.777880545520456906e-03
6.610983238841073618e-03 4.536151849595727072e+03 8.476074461295791480e+03 4.949166878832959027e-01 5.050833121167027651e-01 4.777880545520456906e-03
6.714360241300758834e-03 4.527974043322294165e+03 8.463708190090448625e+03 4.943982379747165479e-01 5.056017620252821754e-01 4.777880545520456906e-03
6.817737243760444918e-03 4.519959896912220756e+03 8.451577579662394783e+03 4.938904502030428967e-01 5.061095497969557711e-01 4.777880545520456906e-03
6.973892454852872146e-03 4.508151713274059148e+03 8.433682820715337584e+03 4.931427836686584354e-01 5.068572163313401768e-01 4.777880545520456906e-03
7.130047665945298506e-03 4.496684989748197040e+03 8.416281259414139640e+03 4.924173268745821730e-01 5.075826731254164947e-01 4.777880545520456906e-03
7.286202877037725734e-03 4.485542317302347328e+03 8.399348583313749259e+03 4.917129277838307999e-01 5.082870722161679788e-01 4.777880545520456906e-03
7.442358088130152961e-03 4.474707534636546370e+03 8.382862175344900606e+03 4.910285180172772601e-01 5.089714819827215742e-01 4.777880545520456906e-03
7.598513299222580189e-03 4.464165616730610964e+03 8.366800966422197234e+03 4.903631052888338115e-01 5.096368947111650227e-01 4.777880545520456906e-03
7.754668510315007417e-03 4.453902572688351938e+03 8.351145299418096329e+03 4.897157664931067744e-01 5.102842335068920043e-01 4.777880545520456906e-03
7.910823721407434644e-03 4.443905353297197507e+03 8.335876805507074096e+03 4.890856414634388027e-01 5.109143585365600870e-01 4.777880545520456906e-03
8.066978932499861005e-03 4.434161769544375602e+03 8.320978295110791805e+03 4.884719274707537973e-01 5.115280725292451480e-01 4.777880545520456906e-03
8.223134143592289100e-03 4.424660420800017164e+03 8.306433661782060881e+03 4.878738743747053630e-01 5.121261256252935823e-01 4.777880545520456906e-03
8.379289354684715460e-03 4.415390630214346857e+03 8.292227795533292010e+03 4.872907802666357480e-01 5.127092197333631418e-01 4.777880545520456906e-03
8.535444565777143555e-03 4.406342385903702052e+03 8.278346503634344117e+03 4.867219875097812398e-01 5.132780124902177610e-01 4.777880545520456906e-03
8.691599776869569915e-03 4.397506287676365901e+03 8.264776438673487064e+03 4.861668791569579429e-01 5.138331208430410024e-01 4.777880545520456906e-03
8.847754987961996276e-03 4.388873499132420875e+03 8.251505033783656472e+03 4.856248757316252718e-01 5.143751242683736180e-01 4.777880545520456906e-03
9.003910199054424371e-03 4.380435704507502123e+03 8.238520444204512387e+03 4.850954323294833781e-01 5.149045676705156227e-01 4.777880545520456906e-03
9.160065410146850731e-03 4.372185069486971770e+03 8.225811494110022977e+03 4.845780359892398192e-01 5.154219640107592371e-01 4.777880545520456906e-03
9.316220621239278826e-03 4.364114205472443246e+03 8.213367628005129518e+03 4.840722032976679801e-01 5.159277967023310207e-01 4.777880545520456906e-03
9.472375832331705187e-03 4.356216137026049182e+03 8.201178866356282015e+03 4.835774782096592950e-01 5.164225217903396503e-01 4.777880545520456906e-03
9.628531043424133282e-03 4.348484272242046245e+03 8.189235765147367601e+03 4.830934300657361291e-01 5.169065699342628717e-01 4.777880545520456906e-03
9.784686254516559642e-03 4.340912375728962616e+03 8.177529378940408606e+03 4.826196517855764201e-01 5.173803482144225807e-01 4.777880545520456906e-03
9.940841465608986002e-03 4.333494543889067245e+03 8.166051227016987468e+03 4.821557582165144629e-01 5.178442417834845379e-01 4.777880545520456906e-03
1.017587626369715822e-02 4.322607914440561217e+03 8.149187726236281378e+03 4.814753728903150565e-01 5.185246271096839443e-01 4.777880545520456906e-03
1.041091106178533045e-02 4.312039840873678259e+03 8.132797408504739906e+03 4.808153953607981479e-01 5.191846046392007974e-01 4.777880545520456906e-03
1.064594585987350094e-02 4.301773793198201020e+03 8.116856415602213019e+03 4.801747498649722168e-01 5.198252501350266730e-01 4.777880545520456906e-03
1.088098065796167316e-02 4.291794450385947130e+03 8.101342594583439677e+03 4.795524402594867341e-01 5.204475597405121556e-01 4.777880545520456906e-03
1.111601545604984538e-02 4.282087590277272284e+03 8.086235345979480371e+03 4.789475426881807940e-01 5.210524573118180403e-01 4.777880545520456906e-03
1.135105025413801587e-02 4.272639988404803262e+03 8.071515483393304748e+03 4.783591988649358306e-01 5.216408011350629481e-01 4.777880545520456906e-03
1.158608505222618809e-02 4.263439326688175242e+03 8.057165106301792548e+03 4.777866100234794411e-01 5.222133899765193377e-01 4.777880545520456906e-03
1.182111985031435858e-02 4.254474113532959564e+03 8.043167488759855587e+03 4.772290316222750350e-01 5.227709683777237437e-01 4.777880545520456906e-03
1.205615464840253080e-02 4.245733613714100102e+03 8.029506981760287090e+03 4.766857686969835917e-01 5.233142313030152426e-01 4.777880545520456906e-03
1.229118944649070302e-02 4.237207785246931962e+03 8.016168925111756835e+03 4.761561716810481792e-01 5.238438283189507105e-01 4.777880545520456906e-03
1.252622424457887351e-02 4.228887221878573655e+03 8.003139566880694474e+03 4.756396326050482126e-01 5.243603673949506216e-01 4.777880545520456906e-03
1.276125904266704573e-02 4.220763101168647154e+03 7.990405990503957582e+03 4.751355816691631984e-01 5.248644183308357469e-01 4.777880545520456906e-03
1.299629384075521796e-02 4.212827138025521890e+03 7.977956049502859969e+03 4.746434841770724167e-01 5.253565158229265286e-01 4.777880545520456906e-03
1.323132863884338845e-02 4.205071542936474543e+03 7.965778308728375123e+03 4.741628377810664929e-01 5.258371622189323968e-01 4.777880545520456906e-03
1.346636343693156067e-02 4.197488984040448486e+03 7.953861990906537358e+03 4.736931699830544962e-01 5.263068300169444491e-01 4.777880545520456906e-03
1.370139823501973116e-02 4.190072552569153231e+03 7.942196927827799300e+03 4.732340358599529395e-01 5.267659641400459503e-01 4.777880545520456906e-03
1.393643303310790338e-02 4.182815731442870856e+03 7.930773515921779108e+03 4.727850159983578160e-01 5.272149840016410183e-01 4.777880545520456906e-03
1.417146783119607560e-02 4.175712366767666936e+03 7.919582675887409096e+03 4.723457146211644808e-01 5.276542853788342979e-01 4.777880545520456906e-03
1.440650262928424609e-02 4.168756641880567258e+03 7.908615815882139941e+03 4.719157578828231392e-01 5.280842421171756396e-01 4.777880545520456906e-03
1.464153742737241831e-02 4.161943053617523219e+03 7.897864797810012533e+03 4.714947923118502637e-01 5.285052076881484595e-01 4.777880545520456906e-03
1.499814852391389425e-02 4.151864853943274284e+03 7.881947641083452254e+03 4.708725007142599006e-01 5.291274992857387671e-01 4.777880545520456906e-03
1.535475962045537018e-02 4.142084912799270569e+03 7.866484472740419733e+03 4.702690499621667852e-01 5.297309500378318825e-01 4.777880545520456906e-03
1.571137071699684265e-02 4.132587498390625115e+03 7.851451933259245379e+03 4.696834318969884126e-01 5.303165681030101997e-01 4.777880545520456906e-03
1.606798181353831859e-02 4.123358051067996712e+03 7.836828369912480412e+03 4.691147142918595803e-01 5.308852857081389764e-01 4.777880545520456906e-03
1.642459291007979105e-02 4.114383074855806626e+03 7.822593681875930088e+03 4.685620337513519695e-01 5.314379662486465872e-01 4.777880545520456906e-03
1.678120400662126699e-02 4.105650037163608431e+03 7.808729176101463963e+03 4.680245891691986460e-01 5.319754108307999108e-01 4.777880545520456906e-03
1.713781510316273946e-02 4.097147278517751147e+03 7.795217437159569272e+03 4.675016358500729274e-01 5.324983641499256848e-01 4.777880545520456906e-03
1.749442619970421192e-02 4.088863934403685107e+03 7.782042214651429276e+03 4.669924804172196908e-01 5.330075195827789214e-01 4.777880545520456906e-03
1.785103729624568786e-02 4.080789867042867172e+03 7.769188324990398542e+03 4.664964763657998281e-01 5.335035236341988396e-01 4.777880545520456906e-03
1.820764839278716032e-02 4.072915603707357604e+03 7.756641562355504902e+03 4.660130200481369944e-01 5.339869799518617288e-01 4.777880545520456906e-03
1.856425948932863626e-02 4.065232280360834466e+03 7.744388617048432934e+03 4.655415470125537913e-01 5.344584529874448764e-01 4.777880545520456906e-03
1.892087058587010873e-02 4.057731591031392327e+03 7.732417002038116152e+03 4.650815287173169499e-01 5.349184712826817734e-01 4.777880545520456906e-03
1.927748168241158466e-02 4.050405742823067612e+03 7.720714987671636663e+03 4.646324696108686259e-01 5.353675303891300974e-01 4.777880545520456906e-03
1.963409277895305713e-02 4.043247415531099705e+03 7.709271543010750975e+03 4.641939045121446505e-01 5.358060954878541837e-01 4.777880545520456906e-03
1.999070387549453306e-02 4.036249724880942267e+03 7.698076282320785140e+03 4.637653962286559239e-01 5.362346037713430214e-01 4.777880545520456906e-03
2.034731497203600553e-02 4.029406189039629226e+03 7.687119416227509646e+03 4.633465333889054127e-01 5.366534666110935881e-01 4.777880545520456906e-03
2.070392606857747800e-02 4.022710698308912015e+03 7.676391707465356376e+03 4.629369284819258579e-01 5.370630715180731984e-01 4.777880545520456906e-03
2.106053716511895393e-02 4.016157487716396190e+03 7.665884430823665753e+03 4.625362160850651772e-01 5.374637839149338792e-01 4.777880545520456906e-03
2.141714826166042640e-02 4.009741112066057212e+03 7.655589336641340196e+03 4.621440512518895094e-01 5.378559487481094914e-01 4.777880545520456906e-03
2.177375935820190234e-02 4.003456423112590983e+03 7.645498617357353396e+03 4.617601080385632661e-01 5.382398919614357347e-01 4.777880545520456906e-03
2.232005338717805987e-02 3.994073220221204338e+03 7.630420183203293163e+03 4.611871893957342206e-01 5.388128106042647802e-01 4.777880545520456906e-03
2.286634741615422087e-02 3.984971320698959516e+03 7.615779236281014164e+03 4.606318108261229782e-01 5.393681891738759671e-01 4.777880545520456906e-03
2.341264144513037840e-02 3.976135629099935613e+03 7.601552801529493081e+03 4.600930186293353819e-01 5.399069813706636189e-01 4.777880545520456906e-03
2.395893547410653593e-02 3.967552195946496340e+03 7.587719618922369591e+03 4.595699322213195326e-01 5.404300677786794127e-01 4.777880545520456906e-03
2.450522950308269693e-02 3.959208109322816654e+03 7.574259983880792788e+03 4.590617371528561974e-01 5.409382628471428589e-01 4.777880545520456906e-03
2.505152353205885446e-02 3.951091395862504669e+03 7.561155600831910306e+03 4.585676787498471074e-01 5.414323212501519489e-01 4.777880545520456906e-03
2.559781756103501546e-02 3.943190931579817516e+03 7.548389450912954999e+03 4.580870563960127706e-01 5.419129436039862302e-01 4.777880545520456906e-03
2.614411159001117299e-02 3.935496364004946827e+03 7.535945676431826541e+03 4.576192185406514068e-01 5.423807814593475385e-01 4.777880545520456906e-03
2.669040561898733052e-02 3.927998044257377387e+03 7.523809480107409399e+03 4.571635583426588711e-01 5.428364416573400186e-01 4.777880545520456906e-03
2.723669964796349152e-02 3.920686966352923719e+03 7.511967034906128902e+03 4.567195097816851845e-01 5.432804902183137052e-01 4.777880545520456906e-03
2.778299367693964905e-02 3.913554712175780423e+03 7.500405402086382310e+03 4.562865441373757935e-01 5.437134558626229852e-01 4.777880545520456906e-03
2.832928770591581005e-02 3.906593401880039892e+03 7.489112457195597926e+03 4.558641668192713325e-01 5.441358331807274462e-01 4.777880545520456906e-03
2.887558173489196758e-02 3.899795649593854250e+03 7.478076823926773613e+03 4.554519145368794431e-01 5.445480854631193912e-01 4.777880545520456906e-03
2.942187576386812858e-02 3.893154523776995575e+03 7.467287814880349288e+03 4.550493527680798955e-01 5.449506472319188832e-01 4.777880545520456906e-03
2.996816979284428611e-02 3.886663511411305535e+03 7.456735377983674880e+03 4.546560734740072718e-01 5.453439265259916180e-01 4.777880545520456906e-03
3.051446382182044365e-02 3.880316485484106124e+03 7.446410047761849455e+03 4.542716930259202424e-01 5.457283069740785919e-01 4.777880545520456906e-03
3.106075785079660811e-02 3.874107675497461059e+03 7.436302901086844031e+03 4.538958503263733624e-01 5.461041496736255274e-01 4.777880545520456906e-03
3.160705187977276565e-02 3.868031640764330405e+03 7.426405517070078531e+03 4.535282051088623256e-01 5.464717948911365086e-01 4.777880545520456906e-03
3.215334590874892318e-02 3.862083246175018758e+03 7.416709940630379606e+03 4.531684363956193229e-01 5.468315636043795669e-01 4.777880545520456906e-03
3.269963993772508765e-02 3.856257640116849871e+03 7.407208649261780920e+03 4.528162410933482818e-01 5.471837589066506080e-01 4.777880545520456906e-03
3.353641453371850739e-02 3.847562073460582269e+03 7.393015817320454516e+03 4.522908086131906535e-01 5.477091913868082917e-01 4.777880545520456906e-03
3.437318912971192714e-02 3.839128499442726024e+03 7.379238297202829017e+03 4.517815162331194623e-01 5.482184837668795385e-01 4.777880545520456906e-03
3.520996372570535382e-02 3.830942731651980012e+03 7.365854023239688104e+03 4.512874794153607927e-01 5.487125205846382636e-01 4.777880545520456906e-03
3.604673832169877357e-02 3.822991672258871859e+03 7.352842598368707513e+03 4.508078821081714094e-01 5.491921178918276469e-01 4.777880545520456906e-03
3.688351291769220025e-02 3.815263207993727974e+03 7.340185136959498777e+03 4.503419701451866208e-01 5.496580298548124910e-01 4.777880545520456906e-03
3.772028751368562000e-02 3.807746114872247745e+03 7.327864120216197080e+03 4.498890452157476849e-01 5.501109547842514269e-01 4.777880545520456906e-03
3.855706210967904668e-02 3.800429972578610432e+03 7.315863265887638590e+03 4.494484594551079182e-01 5.505515405448911936e-01 4.777880545520456906e-03
3.939383670567246643e-02 3.793305090146598559e+03 7.304167415197994160e+03 4.490196107477760212e-01 5.509803892522231461e-01 4.777880545520456906e-03
4.023061130166588617e-02 3.786362441302050684e+03 7.292762434517517249e+03 4.486019386403323761e-01 5.513980613596667357e-01 4.777880545520456906e-03
4.106738589765931285e-02 3.779593606558667489e+03 7.281635127165662198e+03 4.481949206845604050e-01 5.518050793154386513e-01 4.777880545520456906e-03
4.190416049365273260e-02 3.772990720641614644e+03 7.270773153134682616e+03 4.477980691218815257e-01 5.522019308781175306e-01 4.777880545520456906e-03
4.274093508964615928e-02 3.766546425231155808e+03 7.260164956830697520e+03 4.474109279058934296e-01 5.525890720941055712e-01 4.777880545520456906e-03
4.357770968563957903e-02 3.760253826926097645e+03 7.249799702766173141e+03 4.470330700545206426e-01 5.529669299454783582e-01 4.777880545520456906e-03
4.441448428163300571e-02 3.754106459665410057e+03 7.239667218036875965e+03 4.466640952838549783e-01 5.533359047161441335e-01 4.777880545520456906e-03
4.525125887762642546e-02 3.748098250744104917e+03 7.229757940233233057e+03 4.463036278699844539e-01 5.536963721300145469e-01 4.777880545520456906e-03
4.608803347361984520e-02 3.742223489953462376e+03 7.220062870072571059e+03 4.459513147090845564e-01 5.540486852909143334e-01 4.777880545520456906e-03
4.692480806961327189e-02 3.736476801650965172e+03 7.210573528484294002e+03 4.456068235627652641e-01 5.543931764372335147e-01 4.777880545520456906e-03
4.776158266560669163e-02 3.730853119523060741e+03 7.201281917803934448e+03 4.452698414732970678e-01 5.547301585267017110e-01 4.777880545520456906e-03
4.859835726160011832e-02 3.725347663695788015e+03 7.192180486547456894e+03 4.449400733270138519e-01 5.550599266729849823e-01 4.777880545520456906e-03
4.986384858553174343e-02 3.717236152171119556e+03 7.178761521980368343e+03 4.444544399951602665e-01 5.555455600048384568e-01 4.777880545520456906e-03
5.112933990946337548e-02 3.709370221067949387e+03 7.165738260184783940e+03 4.439837748954535979e-01 5.560162251045450699e-01 4.777880545520456906e-03
5.239483123339500059e-02 3.701736462020608997e+03 7.153089458025267049e+03 4.435272516850444768e-01 5.564727483149541909e-01 4.777880545520456906e-03
5.366032255732663264e-02 3.694322505708883455e+03 7.140795497470909140e+03 4.430841085847269101e-01 5.569158914152718687e-01 4.777880545520456906e-03
5.492581388125825775e-02 3.687116921772643309e+03 7.128838231045520843e+03 4.426536421102141294e-01 5.573463578897847048e-01 4.777880545520456906e-03
5.619130520518988980e-02 3.680109126546115476e+03 7.117200838711401047e+03 4.422352013092448186e-01 5.577647986907539046e-01 4.777880545520456906e-03
5.745679652912151492e-02 3.673289300383086356e+03 7.105867699336221449e+03 4.418281826050792782e-01 5.581718173949193895e-01 4.777880545520456906e-03
5.872228785305314697e-02 3.666648316594835705e+03 7.094824280302686020e+03 4.414320253620374612e-01 5.585679746379612620e-01 4.777880545520456906e-03
5.998777917698477208e-02 3.660177679833576804e+03 7.084057041844275773e+03 4.410462080391089890e-01 5.589537919608896788e-01 4.777880545520456906e-03
6.125327050091640413e-02 3.653869470575747982e+03 7.073553350689471699e+03 4.406702447283938895e-01 5.593297552716047782e-01 4.777880545520456906e-03
6.251876182484804312e-02 3.647716294531194308e+03 7.063301401172987426e+03 4.403036820055682421e-01 5.596963179944304256e-01 4.777880545520456906e-03
6.378425314877966823e-02 3.641711237396611978e+03 7.053290144607133698e+03 4.399460961148884408e-01 5.600539038851102269e-01 4.777880545520456906e-03
6.504974447271130722e-02 3.635847824868801581e+03 7.043509226861319803e+03 4.395970904814817670e-01 5.604029095185169007e-01 4.777880545520456906e-03
6.631523579664294621e-02 3.630119986903477638e+03 7.033948932536191023e+03 4.392562934885813064e-01 5.607437065114173613e-01 4.777880545520456906e-03
6.758072712057458520e-02 3.624522025269565802e+03 7.024600134211075783e+03 4.389233564615641625e-01 5.610766435384345607e-01 4.777880545520456906e-03
6.884621844450621031e-02 3.619048584075393137e+03 7.015454246277520724e+03 4.385979518382110420e-01 5.614020481617877367e-01 4.777880545520456906e-03
7.011170976843784930e-02 3.613694623196535304e+03 7.006503183288247783e+03 4.382797715198398225e-01 5.617202284801589007e-01 4.777880545520456906e-03
7.137720109236948829e-02 3.608455394337702728e+03 6.997739322415983224e+03 4.379685253863616623e-01 5.620314746136370054e-01 4.777880545520456906e-03
7.264269241630112728e-02 3.603326419308166805e+03 6.989155469355185232e+03 4.376639399493570393e-01 5.623360600506415174e-01 4.777880545520456906e-03
7.457767614694563174e-02 3.595687654921509420e+03 6.976363135103213608e+03 4.372105132248089721e-01 5.627894867751894736e-01 4.777880545520456906e-03
7.651265987759013620e-02 3.588282753607289123e+03 6.963953199895092439e+03 4.367712001488702200e-01 5.632287998511282812e-01 4.777880545520456906e-03
7.844764360823465454e-02 3.581098765913014631e+03 6.951904807261782480e+03 4.363452112150266737e-01 5.636547887849718830e-01 4.777880545520456906e-03
8.038262733887915901e-02 3.574123760821141786e+03 6.940198722338991502e+03 4.359318194797915380e-01 5.640681805202070187e-01 4.777880545520456906e-03
8.231761106952366347e-02 3.567346725861777486e+03 6.928817174581113250e+03 4.355303543823468293e-01 5.644696456176516719e-01 4.777880545520456906e-03
8.425259480016818181e-02 3.560757476219367618e+03 6.917743714161000753e+03 4.351401961326376577e-01 5.648598038673608990e-01 4.777880545520456906e-03
8.618757853081268627e-02 3.554346573183411238e+03 6.906963082843640223e+03 4.347607706836278951e-01 5.652392293163707171e-01 4.777880545520456906e-03
8.812256226145719074e-02 3.548105253320486554e+03 6.896461101831971973e+03 4.343915453646522429e-01 5.656084546353463693e-01 4.777880545520456906e-03
9.005754599210170908e-02 3.542025367043405367e+03 6.886224574524821037e+03 4.340320250933060731e-01 5.659679749066925947e-01 4.777880545520456906e-03
9.199252972274621354e-02 3.536099323959651429e+03 6.876241199918808888e+03 4.336817490075713932e-01 5.663182509924272745e-01 4.777880545520456906e-03
9.392751345339071800e-02 3.530320043474038812e+03 6.866499494193892133e+03 4.333402874252935688e-01 5.666597125747050434e-01 4.777880545520456906e-03
9.586249718403523634e-02 3.524680910414257596e+03 6.856988720182236648e+03 4.330072391150971978e-01 5.669927608849013589e-01 4.777880545520456906e-03
9.779748091467974080e-02 3.519175735562452701e+03 6.847698824602887726e+03 4.326822288698337071e-01 5.673177711301649051e-01 4.777880545520456906e-03
9.973246464532424527e-02 3.513798720475460414e+03 6.838620382090791281e+03 4.323649053443454626e-01 5.676350946556530941e-01 4.777880545520456906e-03
1.016674483759687636e-01 3.508544425810306620e+03 6.829744544757308176e+03 4.320549391098164604e-01 5.679450608901820408e-01 4.777880545520456906e-03
1.036024321066132681e-01 3.503407742642443282e+03 6.821062996466231198e+03 4.317520208932146275e-01 5.682479791067838182e-01 4.777880545520456906e-03
1.055374158372577725e-01 3.498383866528685303e+03 6.812567911448797531e+03 4.314558599861331722e-01 5.685441400138652179e-01 4.777880545520456906e-03
1.074723995679022909e-01 3.493468274094340359e+03 6.804251916922233249e+03 4.311661828090882498e-01 5.688338171909101959e-01 4.777880545520456906e-03
1.094073832985467953e-01 3.488656701849499314e+03 6.796108059245627373e+03 4.308827316130566798e-01 5.691172683869417659e-01 4.777880545520456906e-03
1.123661914932268940e-01 3.481491322347374080e+03 6.783973212754112865e+03 4.304607928718982013e-01 5.695392071281002444e-01 4.777880545520456906e-03
1.153249996879069789e-01 3.474546422394242654e+03 6.772203726923512477e+03 4.300520379714072305e-01 5.699479620285912151e-01 4.777880545520456906e-03
1.182838078825870776e-01 3.467809697255597712e+03 6.760779486971567167e+03 4.296557241920440640e-01 5.703442758079543262e-01 4.777880545520456906e-03
1.212426160772671624e-01 3.461269818701584427e+03 6.749681958167574521e+03 4.292711681667268353e-01 5.707288318332714994e-01 4.777880545520456906e-03
1.242014242719472750e-01 3.454916338472519328e+03 6.738894031187023757e+03 4.288977399742486818e-01 5.711022600257495974e-01 4.777880545520456906e-03
1.271602324666273875e-01 3.448739600113723100e+03 6.728399880411133381e+03 4.285348577564116468e-01 5.714651422435866879e-01 4.777880545520456906e-03
1.301190406613074724e-01 3.442730660044734577e+03 6.718184836818518306e+03 4.281819829052342374e-01 5.718180170947640972e-01 4.777880545520456906e-03
