t T p yO2 yO rho
1.330778488559875850e-01 3.436881219442559541e+03 6.708235278319317331e+03 4.278386159088560792e-01 5.721613840911422555e-01 4.777880545520456906e-03
1.360366570506676975e-01 3.431183565318012825e+03 6.698538534927564797e+03 4.275042927571409135e-01 5.724957072428574767e-01 4.777880545520456906e-03
1.389954652453478101e-01 3.425630517936046090e+03 6.689082804047692662e+03 4.271785817366789417e-01 5.728214182633194484e-01 4.777880545520456906e-03
1.419542734400278949e-01 3.420215383195139111e+03 6.679857073612826753e+03 4.268610805315344314e-01 5.731389194684639588e-01 4.777880545520456906e-03
1.449130816347080075e-01 3.414931909970390279e+03 6.670851053162246899e+03 4.265514136280252888e-01 5.734485863719731569e-01 4.777880545520456906e-03
1.478718898293881201e-01 3.409774252331063508e+03 6.662055112777593422e+03 4.262492300164926196e-01 5.737507699835058261e-01 4.777880545520456906e-03
1.508306980240682327e-01 3.404736935895014994e+03 6.653460228683179594e+03 4.259542011452671639e-01 5.740457988547313928e-01 4.777880545520456906e-03
1.537895062187483175e-01 3.399814827486464310e+03 6.645057934141244914e+03 4.256660190766733409e-01 5.743339809233252158e-01 4.777880545520456906e-03
1.567483144134284301e-01 3.395003107652063591e+03 6.636840274926352322e+03 4.253843948179206191e-01 5.746156051820779931e-01 4.777880545520456906e-03
1.597071226081085427e-01 3.390297245858940187e+03 6.628799769115560593e+03 4.251090568156025706e-01 5.748909431843960416e-01 4.777880545520456906e-03
1.626659308027886552e-01 3.385692978154326738e+03 6.620929370851287786e+03 4.248397496000814733e-01 5.751602503999172500e-01 4.777880545520456906e-03
1.671204014664516013e-01 3.378944094856177344e+03 6.609386818075519841e+03 4.244451567251117385e-01 5.755548432748870402e-01 4.777880545520456906e-03
1.715748721301145474e-01 3.372403674915764441e+03 6.598193755637294089e+03 4.240629274408914129e-01 5.759370725591074214e-01 4.777880545520456906e-03
1.760293427937774935e-01 3.366060010208590484e+03 6.587330796021005881e+03 4.236923612962955055e-01 5.763076387037033843e-01 4.777880545520456906e-03
1.804838134574404396e-01 3.359902328754863902e+03 6.576780087626508248e+03 4.233328142053507936e-01 5.766671857946481516e-01 4.777880545520456906e-03
1.849382841211033857e-01 3.353920701670626840e+03 6.566525163493026412e+03 4.229836928098031912e-01 5.770163071901958096e-01 4.777880545520456906e-03
1.893927547847663317e-01 3.348105957557199872e+03 6.556550801641535145e+03 4.226444493042474382e-01 5.773555506957515071e-01 4.777880545520456906e-03
1.938472254484292778e-01 3.342449606091597616e+03 6.546842900215834561e+03 4.223145768227357100e-01 5.776854231772633463e-01 4.777880545520456906e-03
1.983016961120922239e-01 3.336943772763648667e+03 6.537388370912545724e+03 4.219936054965360284e-01 5.780063945034630279e-01 4.777880545520456906e-03
2.027561667757551700e-01 3.331581142590603122e+03 6.528175047115983034e+03 4.216810990530756587e-01 5.783189009469233977e-01 4.777880545520456906e-03
2.072106374394181161e-01 3.326354909530537498e+03 6.519191601216543859e+03 4.213766517621900243e-01 5.786233482378090320e-01 4.777880545520456906e-03
2.116651081030810622e-01 3.321258730475174616e+03 6.510427469272074632e+03 4.210798856623809705e-01 5.789201143376180303e-01 4.777880545520456906e-03
2.161195787667440082e-01 3.316286684253934254e+03 6.501872783825413535e+03 4.207904480904580691e-01 5.792095519095409317e-01 4.777880545520456906e-03
2.205740494304069543e-01 3.311433235568703822e+03 6.493518314805013688e+03 4.205080095082395775e-01 5.794919904917594788e-01 4.777880545520456906e-03
2.250285200940699004e-01 3.306693202867181753e+03 6.485355416858376884e+03 4.202322615671292283e-01 5.797677384328697725e-01 4.777880545520456906e-03
2.294829907577328465e-01 3.302061729238209864e+03 6.477375981586717899e+03 4.199629153560842099e-01 5.800370846439149020e-01 4.777880545520456906e-03
2.339374614213957926e-01 3.297534256032515259e+03 6.469572394208443257e+03 4.196996998147464741e-01 5.803003001852526932e-01 4.777880545520456906e-03
2.383919320850587387e-01 3.293106499154526773e+03 6.461937494591476934e+03 4.194423603077475637e-01 5.805576396922516036e-01 4.777880545520456906e-03
2.428464027487216848e-01 3.288774427771755654e+03 6.454464542247551435e+03 4.191906573446896322e-01 5.808093426553095906e-01 4.777880545520456906e-03
2.495785100363150655e-01 3.282400516049468024e+03 6.443463880500790765e+03 4.188204542777802519e-01 5.811795457222189709e-01 4.777880545520456906e-03
2.563106173239085295e-01 3.276224353944155155e+03 6.432798298730344868e+03 4.184618902869121082e-01 5.815381097130871701e-01 4.777880545520456906e-03
2.630427246115019657e-01 3.270234761224402064e+03 6.422449065051613616e+03 4.181143020072171090e-01 5.818856979927821138e-01 4.777880545520456906e-03
2.697748318990953464e-01 3.264421457984816698e+03 6.412398943419561874e+03 4.177770798106903993e-01 5.822229201893087680e-01 4.777880545520456906e-03
2.765069391866887827e-01 3.258774974160891361e+03 6.402632044505116028e+03 4.174496623749868740e-01 5.825503376250122933e-01 4.777880545520456906e-03
2.832390464742822189e-01 3.253286567384440787e+03 6.393133689975544257e+03 4.171315317613974449e-01 5.828684682386016114e-01 4.777880545520456906e-03
2.899711537618756552e-01 3.247948149522100721e+03 6.383890290918506253e+03 4.168222090181895045e-01 5.831777909818095518e-01 4.777880545520456906e-03
2.967032610494690914e-01 3.242752223136212706e+03 6.374889242689569073e+03 4.165212503777596109e-01 5.834787496222395564e-01 4.777880545520456906e-03
3.034353683370625276e-01 3.237691826582401973e+03 6.366118834079144108e+03 4.162282439700658587e-01 5.837717560299333641e-01 4.777880545520456906e-03
3.101674756246559639e-01 3.232760485290395991e+03 6.357568166648306033e+03 4.159428069077372170e-01 5.840571930922621169e-01 4.777880545520456906e-03
3.168995829122494001e-01 3.227952167819146780e+03 6.349227081869288668e+03 4.156645826593420856e-01 5.843354173406573038e-01 4.777880545520456906e-03
3.236316901998428364e-01 3.223261246479941747e+03 6.341086095777463925e+03 4.153932386972629676e-01 5.846067613027363663e-01 4.777880545520456906e-03
3.303637974874362171e-01 3.218682462415772989e+03 6.333136340998249580e+03 4.151284644122796852e-01 5.848715355877197597e-01 4.777880545520456906e-03
3.370959047750296533e-01 3.214210894558042128e+03 6.325369515194404812e+03 4.148699692601257594e-01 5.851300307398736855e-01 4.777880545520456906e-03
3.438280120626230896e-01 3.209841931734760692e+03 6.317777834715831887e+03 4.146174810969878721e-01 5.853825189030115173e-01 4.777880545520456906e-03
3.505601193502165258e-01 3.205571247461332860e+03 6.310353992672620734e+03 4.143707446759672952e-01 5.856292553240320942e-01 4.777880545520456906e-03
3.572922266378099621e-01 3.201394777190557306e+03 6.303091121073401155e+03 4.141295202908327200e-01 5.858704797091666139e-01 4.777880545520456906e-03
3.674392418747077782e-01 3.195269403635345952e+03 6.292434098337218529e+03 4.137758543078781659e-01 5.862241456921211125e-01 4.777880545520456906e-03
3.775862571116055388e-01 3.189337286211411083e+03 6.282107626818461540e+03 4.134334858697493731e-01 5.865665141302498498e-01 4.777880545520456906e-03
3.877332723485033550e-01 3.183587295062689918e+03 6.272092866207010957e+03 4.131017594429403639e-01 5.868982405570587479e-01 4.777880545520456906e-03
3.978802875854011711e-01 3.178009213822019774e+03 6.262372510704725755e+03 4.127800735932829479e-01 5.872199264067162749e-01 4.777880545520456906e-03
4.080273028222989873e-01 3.172593646207724305e+03 6.252930633290030528e+03 4.124678754250680757e-01 5.875321245749312027e-01 4.777880545520456906e-03
4.181743180591967479e-01 3.167331930932149135e+03 6.243752543472778598e+03 4.121646555242151622e-01 5.878353444757842272e-01 4.777880545520456906e-03
4.283213332960945641e-01 3.162216065906877702e+03 6.234824660401593064e+03 4.118699434586303720e-01 5.881300565413689618e-01 4.777880545520456906e-03
4.384683485329923802e-01 3.157238643258834600e+03 6.226134404100455868e+03 4.115833039196508114e-01 5.884166960803486335e-01 4.777880545520456906e-03
4.486153637698901409e-01 3.152392793406143483e+03 6.217670101901141607e+03 4.113043334006487028e-01 5.886956665993506865e-01 4.777880545520456906e-03
4.587623790067879570e-01 3.147672135299399088e+03 6.209420905115895039e+03 4.110326572436934778e-01 5.889673427563060226e-01 4.777880545520456906e-03
4.689093942436857732e-01 3.143070731473025262e+03 6.201376713658095468e+03 4.107679269743796380e-01 5.892320730256198624e-01 4.777880545520456906e-03
4.790564094805835338e-01 3.138583047935303966e+03 6.193528108723892728e+03 4.105098179248981571e-01 5.894901820751013988e-01 4.777880545520456906e-03
4.892034247174813499e-01 3.134203918797443748e+03 6.185866293417181623e+03 4.102580271382180732e-01 5.897419728617815382e-01 4.777880545520456906e-03
4.993504399543792216e-01 3.129928514889318194e+03 6.178383040051469834e+03 4.100122715088766467e-01 5.899877284911230202e-01 4.777880545520456906e-03
5.094974551912770933e-01 3.125752315530884061e+03 6.171070642715613758e+03 4.097722861115939419e-01 5.902277138884056695e-01 4.777880545520456906e-03
5.196444704281749649e-01 3.121671083028462817e+03 6.163921874383265276e+03 4.095378226920927123e-01 5.904621773079068436e-01 4.777880545520456906e-03
5.297914856650727256e-01 3.117680839729172476e+03 6.156929948303305537e+03 4.093086483098341000e-01 5.906913516901654004e-01 4.777880545520456906e-03
5.399385009019705972e-01 3.113777847417452904e+03 6.150088483318566432e+03 4.090845441196089838e-01 5.909154558803905166e-01 4.777880545520456906e-03
5.553698048951061228e-01 3.108001671631413501e+03 6.139959159821494723e+03 4.087529914848874735e-01 5.912470085151120269e-01 4.777880545520456906e-03
5.708011088882414263e-01 3.102407720388512644e+03 6.130144391181972424e+03 4.084320201910383030e-01 5.915679798089611419e-01 4.777880545520456906e-03
5.862324128813767299e-01 3.096985478101820263e+03 6.120626197707315441e+03 4.081210153633218485e-01 5.918789846366775409e-01 4.777880545520456906e-03
6.016637168745121445e-01 3.091725294730923906e+03 6.111388069287693725e+03 4.078194129954713643e-01 5.921805870045279141e-01 4.777880545520456906e-03
6.170950208676474480e-01 3.086618297324918785e+03 6.102414816250861804e+03 4.075266947250299476e-01 5.924733052749693307e-01 4.777880545520456906e-03
6.325263248607828626e-01 3.081656308760815591e+03 6.093692431974136525e+03 4.072423830429483527e-01 5.927576169570508702e-01 4.777880545520456906e-03
6.479576288539181661e-01 3.076831775399225080e+03 6.085207970405401284e+03 4.069660370330179244e-01 5.930339629669812984e-01 4.777880545520456906e-03
6.633889328470534696e-01 3.072137705645491678e+03 6.076949442109715164e+03 4.066972487520413848e-01 5.933027512479578380e-01 4.777880545520456906e-03
6.788202368401888842e-01 3.067567617272012285e+03 6.068905725181605703e+03 4.064356401251899564e-01 5.935643598748092664e-01 4.777880545520456906e-03
6.942515408333241878e-01 3.063115490206705999e+03 6.061066485312085206e+03 4.061808601657431739e-01 5.938191398342560490e-01 4.777880545520456906e-03
7.096828448264596023e-01 3.058775723656077844e+03 6.053422103083488764e+03 4.059325824528363658e-01 5.940674175471628571e-01 4.777880545520456906e-03
7.251141488195949059e-01 3.054543098010584799e+03 6.045963609335858564e+03 4.056905028914744582e-01 5.943094971085247646e-01 4.777880545520456906e-03
7.405454528127302094e-01 3.050412741477672625e+03 6.038682628559630757e+03 4.054543377504237212e-01 5.945456622495755017e-01 4.777880545520456906e-03
7.559767568058656240e-01 3.046380100464596126e+03 6.031571328635758618e+03 4.052238219209662873e-01 5.947761780790329356e-01 4.777880545520456906e-03
7.714080607990009275e-01 3.042440912800549995e+03 6.024622375354049836e+03 4.049987073435790674e-01 5.950012926564200999e-01 4.777880545520456906e-03
7.868393647921362311e-01 3.038591183510985957e+03 6.017828891232828937e+03 4.047787615853934429e-01 5.952212384146058355e-01 4.777880545520456906e-03
8.022706687852716456e-01 3.034827163104986084e+03 6.011184418596756586e+03 4.045637665655719140e-01 5.954362334344274199e-01 4.777880545520456906e-03
8.254724153676307186e-01 3.029321396274247945e+03 6.001461331441676521e+03 4.042493816677411034e-01 5.957506183322582860e-01 4.777880545520456906e-03
8.486741619499899025e-01 3.023990368965914513e+03 5.992042328328328949e+03 4.039450830957131422e-01 5.960549169042863582e-01 4.777880545520456906e-03
8.718759085323489755e-01 3.018823920104321587e+03 5.982909882147699136e+03 4.036502805190561038e-01 5.963497194809435076e-01 4.777880545520456906e-03
8.950776551147081594e-01 3.013812731691856698e+03 5.974047910664487063e+03 4.033644328198578988e-01 5.966355671801417682e-01 4.777880545520456906e-03
9.182794016970672324e-01 3.008948241560234692e+03 5.965441627920387873e+03 4.030870429767234309e-01 5.969129570232762916e-01 4.777880545520456906e-03
9.414811482794264164e-01 3.004222564287300884e+03 5.957077409264414200e+03 4.028176534344577453e-01 5.971823465655419216e-01 4.777880545520456906e-03
9.646828948617854893e-01 2.999628420757717777e+03 5.948942670977427042e+03 4.025558419837473312e-01 5.974441580162523913e-01 4.777880545520456906e-03
9.878846414441445623e-01 2.995159077613471709e+03 5.941025766806929823e+03 4.023012182191494923e-01 5.976987817808502301e-01 4.777880545520456906e-03
1.011086388026503746e+00 2.990808295206697494e+03 5.933315899055482078e+03 4.020534204938581713e-01 5.979465795061416067e-01 4.777880545520456906e-03
1.034288134608862819e+00 2.986570281536819493e+03 5.925803039843024635e+03 4.018121132258343775e-01 5.981878867741653449e-01 4.777880545520456906e-03
1.057489881191221892e+00 2.982439650782282115e+03 5.918477860142952522e+03 4.015769844746049921e-01 5.984230155253946748e-01 4.777880545520456906e-03
1.080691627773581187e+00 2.978411386259849223e+03 5.911331666347463397e+03 4.013477437779678914e-01 5.986522562220317756e-01 4.777880545520456906e-03
1.103893374355940260e+00 2.974480807708596330e+03 5.904356344225611792e+03 4.011241202416159779e-01 5.988758797583836335e-01 4.777880545520456906e-03
1.127095120938299333e+00 2.970643542307352163e+03 5.897544309265249467e+03 4.009058608470631446e-01 5.990941391529365223e-01 4.777880545520456906e-03
1.150296867520658406e+00 2.966895498696801496e+03 5.890888462139102558e+03 4.006927289355832200e-01 5.993072710644163914e-01 4.777880545520456906e-03
1.173498614103017701e+00 2.963232843550240432e+03 5.884382148513216634e+03 4.004845028415511821e-01 5.995154971584484294e-01 4.777880545520456906e-03
1.196700360685376774e+00 2.959651980484599790e+03 5.878019122851499560e+03 4.002809746627521426e-01 5.997190253372475244e-01 4.777880545520456906e-03
1.232005415823150596e+00 2.954352516071502578e+03 5.868598583703284021e+03 3.999798519541395980e-01 6.000201480458600134e-01 4.777880545520456906e-03
1.267310470960924640e+00 2.949223638835258498e+03 5.859477152875741012e+03 3.996885208786741250e-01 6.003114791213255419e-01 4.777880545520456906e-03
1.302615526098698462e+00 2.944255274307552099e+03 5.850637309725564592e+03 3.994063996630647928e-01 6.005936003369349852e-01 4.777880545520456906e-03
1.337920581236472506e+00 2.939438197231976574e+03 5.842063001691378304e+03 3.991329557896885483e-01 6.008670442103112297e-01 4.777880545520456906e-03
1.373225636374246328e+00 2.934763942510314337e+03 5.833739491239410199e+03 3.988677008092303411e-01 6.011322991907693813e-01 4.777880545520456906e-03
1.408530691512020150e+00 2.930224724177143344e+03 5.825653216308786796e+03 3.986101856282472378e-01 6.013898143717524292e-01 4.777880545520456906e-03
1.443835746649794194e+00 2.925813363396350269e+03 5.817791666143602924e+03 3.983599963251683307e-01 6.016400036748312807e-01 4.777880545520456906e-03
1.479140801787568016e+00 2.921523227057794884e+03 5.810143275433269082e+03 3.981167505815905727e-01 6.018832494184090942e-01 4.777880545520456906e-03
1.514445856925342060e+00 2.917348175223993167e+03 5.802697333741652983e+03 3.978800946272045280e-01 6.021199053727950279e-01 4.777880545520456906e-03
1.549750912063115882e+00 2.913282514498825094e+03 5.795443905083868231e+03 3.976497005304218124e-01 6.023502994695777435e-01 4.777880545520456906e-03
1.585055967200889926e+00 2.909320955961688469e+03 5.788373755291202542e+03 3.974252637563556734e-01 6.025747362436438825e-01 4.777880545520456906e-03
1.620361022338663748e+00 2.905458577727848933e+03 5.781478287322675897e+03 3.972065009943799296e-01 6.027934990056196263e-01 4.777880545520456906e-03
1.655666077476437570e+00 2.901690792060989679e+03 5.774749484436078092e+03 3.969931482499896025e-01 6.030068517500098979e-01 4.777880545520456906e-03
1.690971132614211614e+00 2.898013316291066985e+03 5.768179859924275661e+03 3.967849591577058965e-01 6.032150408422936039e-01 4.777880545520456906e-03
1.726276187751985436e+00 2.894422146709779554e+03 5.761762411970905305e+03 3.965817034673787544e-01 6.034182965326208015e-01 4.777880545520456906e-03
1.761581242889759480e+00 2.890913535026603313e+03 5.755490582906967575e+03 3.963831656796342751e-01 6.036168343203652809e-01 4.777880545520456906e-03
1.796886298027533302e+00 2.887483967237283196e+03 5.749358222626507995e+03 3.961891438215290884e-01 6.038108561784704120e-01 4.777880545520456906e-03
1.850354291261288697e+00 2.882433235782764768e+03 5.740323797122158794e+03 3.959034850490547042e-01 6.040965149509447407e-01 4.777880545520456906e-03
1.903822284495044093e+00 2.877545674720547140e+03 5.731577515616918390e+03 3.956271427635971727e-01 6.043728572364022167e-01 4.777880545520456906e-03
1.957290277728799488e+00 2.872811597583975072e+03 5.723102402357840219e+03 3.953595607755410191e-01 6.046404392244583148e-01 4.777880545520456906e-03
2.010758270962555105e+00 2.868222139236341718e+03 5.714882913058701888e+03 3.951002302485416284e-01 6.048997697514576499e-01 4.777880545520456906e-03
2.064226264196310279e+00 2.863769169512904227e+03 5.706904785218791403e+03 3.948486847003843114e-01 6.051513152996149669e-01 4.777880545520456906e-03
2.117694257430065896e+00 2.859445213923824667e+03 5.699154900362111221e+03 3.946044954202666544e-01 6.053955045797325685e-01 4.777880545520456906e-03
2.171162250663821069e+00 2.855243383356418235e+03 5.691621161776428380e+03 3.943672674094258479e-01 6.056327325905734860e-01 4.777880545520456906e-03
2.224630243897576687e+00 2.851157314824632067e+03 5.684292391525788844e+03 3.941366359582803569e-01 6.058633640417190325e-01 4.777880545520456906e-03
2.278098237131331860e+00 2.847181120946596820e+03 5.677158242672037886e+03 3.939122637269039662e-01 6.060877362730954232e-01 4.777880545520456906e-03
2.331566230365087478e+00 2.843309344719202727e+03 5.670209120623176204e+03 3.936938381334512682e-01 6.063061618665481767e-01 4.777880545520456906e-03
2.385034223598842651e+00 2.839536918492195582e+03 5.663436111692739360e+03 3.934810689873106671e-01 6.065189310126887223e-01 4.777880545520456906e-03
2.438502216832598268e+00 2.835859127668147721e+03 5.656830919860502945e+03 3.932736863955955120e-01 6.067263136044037664e-01 4.777880545520456906e-03
2.491970210066353886e+00 2.832271579072744771e+03 5.650385811676953381e+03 3.930714389388174079e-01 6.069285610611818704e-01 4.777880545520456906e-03
2.545438203300109059e+00 2.828770172966681002e+03 5.644093567500415702e+03 3.928740920568676298e-01 6.071259079431317041e-01 4.777880545520456906e-03
2.598906196533864676e+00 2.825351077771832934e+03 5.637947437430007994e+03 3.926814265923294078e-01 6.073185734076699260e-01 4.777880545520456906e-03
2.652374189767619850e+00 2.822010707251274198e+03 5.631941101490194342e+03 3.924932374758716147e-01 6.075067625241277192e-01 4.777880545520456906e-03
2.733106029442398555e+00 2.817108830943049270e+03 5.623123937304142601e+03 3.922171484621881365e-01 6.077828515378110863e-01 4.777880545520456906e-03
2.813837869117177259e+00 2.812368127854898376e+03 5.614593200480829182e+03 3.919502184772984399e-01 6.080497815227007274e-01 4.777880545520456906e-03
2.894569708791955520e+00 2.807778850207161668e+03 5.606331690615849766e+03 3.916918906525714283e-01 6.083081093474277390e-01 4.777880545520456906e-03
2.975301548466734225e+00 2.803332092571638441e+03 5.598323686052117409e+03 3.914416564248368591e-01 6.085583435751622527e-01 4.777880545520456906e-03
3.056033388141512930e+00 2.799019702295533989e+03 5.590554787471480267e+03 3.911990503792164287e-01 6.088009496207827942e-01 4.777880545520456906e-03
3.136765227816291635e+00 2.794834195905232264e+03 5.583011771528302233e+03 3.909636454457579569e-01 6.090363545542413215e-01 4.777880545520456906e-03
3.217497067491070339e+00 2.790768685221823489e+03 5.575682461352556857e+03 3.907350486573330506e-01 6.092649513426663388e-01 4.777880545520456906e-03
3.298228907165848600e+00 2.786816816569378716e+03 5.568555620123314839e+03 3.905128976563768117e-01 6.094871023436224666e-01 4.777880545520456906e-03
3.378960746840627305e+00 2.782972719471662003e+03 5.561620861313986097e+03 3.902968577454608567e-01 6.097031422545384771e-01 4.777880545520456906e-03
3.459692586515406010e+00 2.779230959893910949e+03 5.554868566765806463e+03 3.900866192021046897e-01 6.099133807978945887e-01 4.777880545520456906e-03
3.540424426190184715e+00 2.775586497320382023e+03 5.548289811360029489e+03 3.898818948167783738e-01 6.101181051832208491e-01 4.777880545520456906e-03
3.621156265864963419e+00 2.772034647322243927e+03 5.541876297319770856e+03 3.896824177459761174e-01 6.103175822540229944e-01 4.777880545520456906e-03
3.701888105539741680e+00 2.768571049577406484e+03 5.535620298116620688e+03 3.894879396771586677e-01 6.105120603228404441e-01 4.777880545520456906e-03
3.782619945214520385e+00 2.765191639485430642e+03 5.529514608666546337e+03 3.892982292003872580e-01 6.107017707996118538e-01 4.777880545520456906e-03
3.863351784889299090e+00 2.761892622134677822e+03 5.523552499598081340e+03 3.891130703162092308e-01 6.108869296837898810e-01 4.777880545520456906e-03
3.986011613525698216e+00 2.757026226933128328e+03 5.514754759281774568e+03 3.888400111085337785e-01 6.111599888914653889e-01 4.777880545520456906e-03
4.108671442162097343e+00 2.752325809392674728e+03 5.506253681703629809e+03 3.885763436407908000e-01 6.114236563592083673e-01 4.777880545520456906e-03
4.231331270798496469e+00 2.747780954283849496e+03 5.498030774901627410e+03 3.883214756481905283e-01 6.116785243518085835e-01 4.777880545520456906e-03
4.353991099434894707e+00 2.743382179169321716e+03 5.490069195094382849e+03 3.880748680997609945e-01 6.119251319002381173e-01 4.777880545520456906e-03
4.476650928071293833e+00 2.739120830697518613e+03 5.482353564307166380e+03 3.878360292591003233e-01 6.121639707408988995e-01 4.777880545520456906e-03
4.599310756707692960e+00 2.734988991003023330e+03 5.474869805474779241e+03 3.876045093309669065e-01 6.123954906690323163e-01 4.777880545520456906e-03
4.721970585344091198e+00 2.730979395062949607e+03 5.467604996687769017e+03 3.873798957382524888e-01 6.126201042617467341e-01 4.777880545520456906e-03
4.844630413980490324e+00 2.727085360725111514e+03 5.460547247807903659e+03 3.871618091226933234e-01 6.128381908773058440e-01 4.777880545520456906e-03
4.967290242616889451e+00 2.723300729418093397e+03 5.453685595953425036e+03 3.869498999553505070e-01 6.130501000446487714e-01 4.777880545520456906e-03
5.089950071253288577e+00 2.719619814085665894e+03 5.447009913671042341e+03 3.867438455612560166e-01 6.132561544387432617e-01 4.777880545520456906e-03
5.212609899889686815e+00 2.716037352536818162e+03 5.440510826578490196e+03 3.865433474554620941e-01 6.134566525445371843e-01 4.777880545520456906e-03
5.335269728526085942e+00 2.712548466087857378e+03 5.434179640305231260e+03 3.863481289823583187e-01 6.136518710176409597e-01 4.777880545520456906e-03
5.457929557162485068e+00 2.709148623410291293e+03 5.428008276620403194e+03 3.861579332523565888e-01 6.138420667476427450e-01 4.777880545520456906e-03
5.580589385798883306e+00 2.705833608803351126e+03 5.421989217370253755e+03 3.859725213313029979e-01 6.140274786686963360e-01 4.777880545520456906e-03
5.703249214435282433e+00 2.702599493936068029e+03 5.416115454524077904e+03 3.857916706284186259e-01 6.142083293715807635e-01 4.777880545520456906e-03
5.825909043071681559e+00 2.699442612496341553e+03 5.410380445333938951e+03 3.856151734506764739e-01 6.143848265493229155e-01 4.777880545520456906e-03
5.948568871708080685e+00 2.696359537519667811e+03 5.404778072217830413e+03 3.854428357103777403e-01 6.145571642896215936e-01 4.777880545520456906e-03
6.071228700344478924e+00 2.693347061176188618e+03 5.399302606983907026e+03 3.852744757730824920e-01 6.147255242269168418e-01 4.777880545520456906e-03
6.256508478952504504e+00 2.688923907984932612e+03 5.391260631026270858e+03 3.850273328773289871e-01 6.149726671226704022e-01 4.777880545520456906e-03
6.441788257560530084e+00 2.684645444323090032e+03 5.383478928196605921e+03 3.847883381596259311e-01 6.152116618403734583e-01 4.777880545520456906e-03
6.627068036168554777e+00 2.680502939035283816e+03 5.375941890021559630e+03 3.845569976522985045e-01 6.154430023477008849e-01 4.777880545520456906e-03
6.812347814776580357e+00 2.676488414271400416e+03 5.368635248670163492e+03 3.843328601483235740e-01 6.156671398516757598e-01 4.777880545520456906e-03
6.997627593384605937e+00 2.672594564663980236e+03 5.361545933746626361e+03 3.841155125985710739e-01 6.158844874014282045e-01 4.777880545520456906e-03
7.182907371992630630e+00 2.668814683904310641e+03 5.354661941973473404e+03 3.839045759355166343e-01 6.160954240644825886e-01 4.777880545520456906e-03
7.368187150600656210e+00 2.665142599694168439e+03 5.347972221631045613e+03 3.836997013759238517e-01 6.163002986240753156e-01 4.777880545520456906e-03
7.553466929208681790e+00 2.661572618557001078e+03 5.341466574537336783e+03 3.835005672833875501e-01 6.164994327166116728e-01 4.777880545520456906e-03
7.738746707816706483e+00 2.658099478806556363e+03 5.335135572541229521e+03 3.833068764940667505e-01 6.166931235059324168e-01 4.777880545520456906e-03
7.924026486424732951e+00 2.654718308888730462e+03 5.328970483513183353e+03 3.831183539489728673e-01 6.168816460510262445e-01 4.777880545520456906e-03
8.109306265032758532e+00 2.651424589851780638e+03 5.322963204607940497e+03 3.829347445623492163e-01 6.170652554376498955e-01 4.777880545520456906e-03
8.294586043640784112e+00 2.648214122041847531e+03 5.317106203012374863e+03 3.827558113307233389e-01 6.172441886692757729e-01 4.777880545520456906e-03
8.479865822248807916e+00 2.645082995958546690e+03 5.311392464092247792e+03 3.825813336782211138e-01 6.174186663217781090e-01 4.777880545520456906e-03
8.665145600856833497e+00 2.642027566552108510e+03 5.305815445655556687e+03 3.824111059974370508e-01 6.175888940025621165e-01 4.777880545520456906e-03
8.850425379464859077e+00 2.639044430184372686e+03 5.300369036936552220e+03 3.822449363419958557e-01 6.177550636580033672e-01 4.777880545520456906e-03
9.035705158072884657e+00 2.636130403882551036e+03 5.295047521642214633e+03 3.820826452496743353e-01 6.179173547503248320e-01 4.777880545520456906e-03
9.318752800351269627e+00 2.631805436253955122e+03 5.287147047059030228e+03 3.818418271323454349e-01 6.181581728676537324e-01 4.777880545520456906e-03
9.601800442629654597e+00 2.627625042097287860e+03 5.279508014050578822e+03 3.816091187029705956e-01 6.183908812970285718e-01 4.777880545520456906e-03
9.884848084908039567e+00 2.623580300422661367e+03 5.272114384367123421e+03 3.813840173776956166e-01 6.186159826223036617e-01 4.777880545520456906e-03
1.016789572718642276e+01 2.619663077312489804e+03 5.264951528837210390e+03 3.811660650525439675e-01 6.188339349474553108e-01 4.777880545520456906e-03
1.045094336946480773e+01 2.615865940110236807e+03 5.258006074396602344e+03 3.809548432386355432e-01 6.190451567613637351e-01 4.777880545520456906e-03
1.073399101174319270e+01 2.612182078582871782e+03 5.251265763274492201e+03 3.807499685990932137e-01 6.192500314009060647e-01 4.777880545520456906e-03
1.101703865402157767e+01 2.608605235326498132e+03 5.244719328577702072e+03 3.805510890118052325e-01 6.194489109881941014e-01 4.777880545520456906e-03
1.130008629629996264e+01 2.605129647760981698e+03 5.238356390652444134e+03 3.803578802864888697e-01 6.196421197135104642e-01 4.777880545520456906e-03
1.158313393857834761e+01 2.601749999114525963e+03 5.232167369546224108e+03 3.801700433897253761e-01 6.198299566102739577e-01 4.777880545520456906e-03
1.186618158085673258e+01 2.598461374592980519e+03 5.226143406663300993e+03 3.799873019650544248e-01 6.200126980349448536e-01 4.777880545520456906e-03
1.214922922313511755e+01 2.595259221625003647e+03 5.220276293626454390e+03 3.798094000855019581e-01 6.201905999144974313e-01 4.777880545520456906e-03
1.243227686541350252e+01 2.592139314889249817e+03 5.214558409675840267e+03 3.796361002769221282e-01 6.203638997230772612e-01 4.777880545520456906e-03
1.271532450769188749e+01 2.589097726095708822e+03 5.208982667588559707e+03 3.794671818098130367e-01 6.205328181901863527e-01 4.777880545520456906e-03
1.299837214997027246e+01 2.586130797365490707e+03 5.203542466030719879e+03 3.793024391947243945e-01 6.206975608052750504e-01 4.777880545520456906e-03
